customer_id,fico_score,fico_rating
8873003,683,2
3190566,548,5
6891209,628,3
2349734,749,1
8019493,607,4
2721623,685,2
4408488,650,3
4155437,568,5
5746142,681,2
8582355,662,2
4417198,566,5
5918878,580,5
6985554,597,4
4500354,656,2
6542730,741,1
4894594,695,1
7814104,669,2
7337338,716,1
6490869,666,2
2100829,733,1
2385096,475,5
4963158,558,5
1976547,589,4
8352529,633,3
6557988,686,2
6757594,689,1
3842204,673,2
7964164,649,3
2685945,579,5
3553471,592,4
2118635,591,4
2044719,728,1
8419252,649,3
1925180,642,3
2852293,626,3
1628363,615,4
6747106,655,2
7595098,752,1
8425387,582,5
2332956,520,5
5328237,626,3
5269776,637,3
8724194,558,5
2437702,715,1
8399441,547,5
3964026,683,2
4415763,669,2
7500422,616,4
2429834,606,4
5976325,682,2
4795685,694,1
8528290,571,5
6538976,605,4
6203032,760,1
6864481,648,3
4294684,693,1
3063966,652,3
1899325,706,1
4231925,585,5
6328138,613,4
6282008,640,3
4074480,674,2
8605191,594,4
3674432,696,1
4719420,595,4
7579723,682,2
6505931,522,5
2136532,710,1
7212875,673,2
3666279,631,3
8294885,775,1
1436334,683,2
6649387,615,4
2325952,692,1
7506533,659,2
5935610,523,5
7583358,653,3
6979004,557,5
8099678,725,1
3122757,645,3
3735509,643,3
6163884,656,2
5449290,547,5
2624090,591,4
8552887,670,2
8737744,535,5
4788945,680,2
8849531,604,4
6350228,587,5
5953991,680,2
3659357,610,4
7715955,688,2
2951271,736,1
7692292,629,3
8896053,565,5
4182456,635,3
7173017,502,5
7662017,751,1
4080181,636,3
4458023,637,3
1769864,627,3
1743855,808,1
4733481,628,3
8926250,699,1
6982915,571,5
8801271,656,2
1994622,702,1
5577735,598,4
4739563,583,5
2831029,585,5
8768241,631,3
3465582,710,1
5166994,587,5
7434183,595,4
4916162,718,1
3940405,696,1
4974939,641,3
7930626,597,4
1483377,636,3
1869686,622,4
7583003,705,1
4963164,627,3
6270923,587,5
8469963,466,5
2815777,676,2
5736580,665,2
1048623,645,3
6467769,536,5
4473386,670,2
4467576,577,5
3991729,648,3
1473500,693,1
4127457,638,3
3819169,653,3
8301445,726,1
3937900,610,4
3112394,607,4
5647158,744,1
1520115,708,1
7892975,640,3
2431885,642,3
5243213,655,2
6999739,536,5
6375728,573,5
6207716,596,4
7629971,578,5
5894347,678,2
8471910,481,5
6645706,626,3
7463831,599,4
2254219,671,2
1208264,719,1
4007276,652,3
4657503,689,1
4096201,672,2
4511773,686,2
6685377,508,5
6399908,508,5
3632088,632,3
6652713,674,2
4171785,711,1
8466806,610,4
6717133,611,4
1795767,563,5
5593974,687,2
7251499,680,2
5449533,617,4
7863317,650,3
4994481,691,1
7590166,630,3
6471692,647,3
2725587,731,1
6809367,648,3
6603449,632,3
3116295,644,3
5314521,701,1
8749364,597,4
7388400,618,4
1822990,586,5
1614863,606,4
1326443,608,4
6620420,601,4
8215007,611,4
8097159,604,4
3944581,610,4
5219766,684,2
6314026,658,2
6915560,557,5
3076393,607,4
3136897,539,5
4884959,665,2
1810103,666,2
3302159,746,1
4533385,547,5
8681980,683,2
5681159,572,5
3229628,647,3
8214578,614,4
2744800,555,5
8081952,555,5
7683882,536,5
8203165,670,2
4168771,627,3
6670185,609,4
3947324,484,5
1947128,585,5
6578481,596,4
3194189,671,2
3802810,601,4
1344601,640,3
6318664,548,5
5423738,698,1
1617987,615,4
4658741,610,4
7314559,657,2
8005686,631,3
6893696,604,4
4386807,545,5
7859074,607,4
1821099,610,4
4336999,663,2
5344900,653,3
4807664,584,5
4336859,666,2
8523984,577,5
4979535,687,2
4268474,622,4
1494038,693,1
8192699,626,3
5794193,693,1
1750998,753,1
2638135,665,2
3517176,558,5
3763070,695,1
8588634,780,1
2315454,669,2
5046534,527,5
5433156,640,3
1072598,681,2
7381325,562,5
1668823,516,5
4451280,647,3
6031983,657,2
3724819,532,5
2350873,641,3
2445395,733,1
8162735,624,3
1455778,620,4
8636616,612,4
3012281,573,5
3755430,623,4
5674473,602,4
7182304,734,1
4937023,626,3
4270371,620,4
6006627,628,3
1348007,612,4
1241331,703,1
3970405,604,4
3252341,614,4
1988418,555,5
1348919,616,4
3514390,652,3
4981459,647,3
5138863,626,3
1690256,617,4
2636867,612,4
1765571,530,5
2890174,674,2
1079084,581,5
1938991,553,5
6455088,537,5
7965320,611,4
1115451,637,3
5119030,732,1
2198093,726,1
1935628,697,1
2648715,740,1
2264619,636,3
7125810,660,2
6055644,598,4
4970769,603,4
4564468,578,5
1733052,666,2
1126833,646,3
4122255,674,2
2664159,621,4
5558065,536,5
5385503,719,1
3113458,697,1
6951188,682,2
7559335,561,5
8596080,634,3
7991219,604,4
4958127,591,4
2417390,683,2
5790604,687,2
1879770,690,1
6175720,544,5
6880120,524,5
5271979,814,1
8487754,724,1
6005346,679,2
5048086,597,4
2309060,622,4
8706571,663,2
2599380,713,1
1882500,631,3
2027416,629,3
7992322,713,1
8093755,676,2
3810126,508,5
2877278,743,1
7069015,665,2
7063915,654,2
6891512,533,5
4052934,623,4
3959189,640,3
1276156,693,1
8312844,663,2
3124263,656,2
7206283,561,5
1304152,602,4
1987518,616,4
2967504,606,4
6128986,581,5
8027560,678,2
5413704,605,4
3544034,603,4
1825960,677,2
1824322,676,2
4492826,570,5
5332721,646,3
4616115,633,3
3691430,724,1
2864463,724,1
3410829,695,1
5018937,734,1
6091483,637,3
4174561,631,3
5503645,686,2
7637797,587,5
3932103,661,2
7997832,644,3
6530038,617,4
5973127,669,2
7263525,659,2
1343245,603,4
1573684,549,5
4627267,674,2
3964444,603,4
3152858,608,4
4974645,746,1
5342322,618,4
3706367,628,3
3115555,711,1
1355916,626,3
5181774,626,3
8303811,560,5
7601619,680,2
5189718,698,1
5040093,669,2
8952882,674,2
3039045,699,1
8799516,672,2
3602557,629,3
8292696,618,4
4765074,603,4
1881253,481,5
5017501,578,5
1799300,692,1
3543898,561,5
7212136,563,5
7648219,600,4
8108695,638,3
3595597,647,3
1904741,633,3
4025637,669,2
2548151,565,5
3112168,673,2
5900235,663,2
8612842,668,2
5318403,604,4
2615934,645,3
7680070,704,1
2158294,690,1
3993912,622,4
3849392,618,4
7132101,660,2
5740743,578,5
4135781,641,3
3618130,582,5
7765941,718,1
2233473,632,3
4679713,640,3
8983919,593,4
7824177,641,3
4153251,579,5
5300545,599,4
2983789,668,2
2496106,712,1
7425321,603,4
4736083,653,3
8787428,682,2
7347209,740,1
7162567,645,3
4476939,684,2
7683801,636,3
1513323,591,4
1514591,650,3
4690144,699,1
2624654,572,5
3947749,751,1
5768075,556,5
1453237,664,2
6890222,661,2
6788057,529,5
5457262,701,1
4730881,640,3
2723991,645,3
1547099,665,2
4222389,551,5
2225658,735,1
5858977,689,1
1713636,656,2
1865989,704,1
2233141,790,1
7121417,612,4
1635632,663,2
1632918,608,4
3749490,601,4
5280527,718,1
6953185,534,5
8921425,567,5
8149516,606,4
8882833,694,1
7189155,616,4
6456727,615,4
6910211,655,2
1040223,600,4
4560384,564,5
8243006,560,5
2820579,727,1
4189740,678,2
2984857,658,2
6725522,616,4
4216227,612,4
6472993,624,3
8037888,601,4
1043679,699,1
5245050,671,2
1052659,504,5
8954156,630,3
4452000,628,3
6864676,685,2
5500737,713,1
6404009,687,2
2967189,828,1
6642573,527,5
5028983,455,5
6332299,649,3
3396038,747,1
1968703,555,5
1751297,627,3
1746209,664,2
1648023,534,5
3200059,633,3
2131597,614,4
4699766,639,3
4917011,724,1
4813483,558,5
3119485,604,4
8059228,643,3
7422107,650,3
6976720,714,1
2449444,591,4
8851564,689,1
7933477,739,1
8944922,687,2
7151152,622,4
8649445,603,4
6964790,638,3
3148078,656,2
1228769,699,1
2667527,560,5
5659472,634,3
6927592,644,3
6729260,763,1
5120838,586,5
4954128,549,5
2002306,647,3
7702474,615,4
7484866,629,3
3938226,641,3
7783843,689,1
8821536,640,3
2867874,558,5
8591326,658,2
6792797,481,5
5251394,683,2
1852648,721,1
4678142,759,1
7121852,636,3
1008374,589,4
4199964,721,1
3210736,695,1
4752462,628,3
4187099,658,2
5639634,688,2
4983282,627,3
7083271,587,5
1798608,596,4
5938407,583,5
8604183,607,4
3064362,629,3
6242167,689,1
2970684,727,1
7606739,612,4
6163905,664,2
4339462,521,5
7719132,671,2
7514818,580,5
8687585,665,2
3546474,642,3
2754971,593,4
1291493,632,3
1386949,574,5
5600112,596,4
4351916,544,5
4273778,539,5
5795243,621,4
2005259,702,1
7132330,726,1
7407944,605,4
3006063,651,3
4438673,595,4
7292203,706,1
4636709,665,2
1401953,749,1
4553898,740,1
4874526,636,3
7499427,552,5
4069973,571,5
7243343,705,1
8276852,682,2
7180627,594,4
5612885,585,5
5077610,663,2
5434532,684,2
8211873,662,2
2811271,623,4
7478819,644,3
2405579,753,1
6428396,516,5
8914418,683,2
3103236,573,5
8950330,601,4
8356382,659,2
6177484,673,2
5468259,724,1
4500592,554,5
3873416,591,4
3407530,572,5
3302386,732,1
7800395,594,4
6071082,718,1
5688804,678,2
3989584,611,4
7640476,564,5
1672736,663,2
1794775,677,2
2529399,553,5
7304383,527,5
8958453,634,3
5741355,633,3
5215298,694,1
7829500,629,3
3107585,575,5
7292667,566,5
7542470,543,5
4610896,648,3
8465225,733,1
1606543,550,5
3752178,636,3
3330128,572,5
6830147,639,3
1657388,617,4
1396795,618,4
8741762,738,1
7864664,710,1
6493232,610,4
1987614,699,1
6415679,680,2
2418889,739,1
5915659,635,3
3126294,670,2
5575582,584,5
2043580,504,5
3055212,644,3
1569612,682,2
3515872,711,1
8358006,690,1
6631077,669,2
5585914,706,1
5281248,760,1
5042679,717,1
8082310,651,3
7081861,644,3
1904567,605,4
8802604,635,3
8132539,712,1
6066255,713,1
2555071,613,4
2747479,679,2
5650696,554,5
2494206,597,4
3185774,741,1
1959581,594,4
2142830,570,5
1133238,663,2
5223337,730,1
4682533,632,3
2507800,772,1
3760445,624,3
6040639,598,4
4791554,651,3
5116193,633,3
7021959,658,2
8603652,693,1
3622154,626,3
7210089,645,3
7784359,563,5
1022832,645,3
6240198,670,2
5030357,637,3
4815379,530,5
7158859,596,4
6225091,566,5
7249263,603,4
8611523,647,3
2048484,683,2
7056055,662,2
8116163,610,4
2439936,651,3
1773897,671,2
4446317,585,5
2737258,592,4
4082667,679,2
8576157,718,1
6476884,708,1
2464449,585,5
5504287,633,3
2415824,574,5
5759214,670,2
3564498,593,4
2454364,514,5
4818800,583,5
3830278,695,1
5870866,691,1
1788259,681,2
2993046,619,4
6235806,618,4
2647463,606,4
8434792,692,1
3676250,677,2
6251297,626,3
1768789,643,3
7648999,705,1
1477889,722,1
7273820,550,5
7662162,570,5
5433645,544,5
8115161,718,1
2423397,625,3
7810742,692,1
1474772,719,1
7918960,732,1
1777604,635,3
3767720,725,1
7334762,713,1
6160336,557,5
6034181,619,4
2712304,630,3
5184936,643,3
6039380,711,1
7297935,801,1
2029268,689,1
7177425,648,3
7165720,718,1
8072278,627,3
1768086,645,3
1706428,633,3
6317368,679,2
7557978,620,4
7105829,652,3
7375643,633,3
5752604,678,2
7349297,563,5
5201032,539,5
1980000,624,3
4872115,617,4
1001679,630,3
5553457,663,2
6330984,645,3
3460130,481,5
4130680,642,3
4697103,743,1
8049425,680,2
2843964,617,4
6785073,667,2
3868035,645,3
2267962,690,1
1436431,598,4
4275054,666,2
7295548,679,2
5887188,743,1
1956249,673,2
3126861,555,5
3767024,671,2
5123106,680,2
4476824,666,2
7329618,668,2
5475178,546,5
1472129,584,5
5081277,702,1
6044901,608,4
5976524,759,1
3385276,696,1
4921889,688,2
5235766,616,4
4356266,577,5
3348588,629,3
7111666,611,4
6339023,518,5
1399937,709,1
2162750,695,1
8219678,658,2
6785922,606,4
4674324,623,4
6416904,642,3
4002168,545,5
5784127,626,3
2719478,639,3
4624381,709,1
5120326,611,4
2528020,733,1
1146826,550,5
1006053,648,3
6403706,676,2
2346075,574,5
6991491,513,5
7122255,628,3
1770145,651,3
7059831,571,5
3177567,619,4
2418977,587,5
7074178,595,4
5836331,654,2
8284349,632,3
8983663,554,5
4351165,688,2
3677047,515,5
8681882,659,2
6534104,650,3
6459308,565,5
7309843,711,1
1176371,619,4
6588805,597,4
1998587,586,5
6333910,619,4
2323172,737,1
6374334,468,5
3523294,749,1
3656873,679,2
4421158,709,1
2770586,749,1
5683326,588,4
8949248,627,3
6374734,657,2
7292536,600,4
3474602,593,4
2326807,666,2
6254295,608,4
2344839,525,5
5211114,622,4
5485390,545,5
4931828,707,1
7401619,531,5
6863453,750,1
2233796,617,4
8449838,637,3
5914582,761,1
7181126,673,2
3081820,664,2
1826981,748,1
3150534,539,5
5828413,636,3
3820855,567,5
1913363,679,2
3826397,633,3
1811116,690,1
6341938,587,5
2552078,648,3
3345973,726,1
4056816,714,1
1884834,591,4
5276880,651,3
6722916,618,4
4014524,652,3
8493063,593,4
1453159,618,4
7856839,701,1
2356052,786,1
7966012,663,2
8468575,716,1
8092199,561,5
6102283,638,3
4676992,700,1
5898093,586,5
5621177,636,3
7098690,551,5
8087285,538,5
3317995,594,4
1056926,573,5
4614229,624,3
6495056,690,1
8155135,668,2
8489334,654,2
8572282,616,4
4358145,612,4
6270488,608,4
7982709,625,3
4211673,719,1
2181504,687,2
1149356,702,1
5580684,647,3
7825515,594,4
4782742,597,4
1796240,599,4
4138357,510,5
8245455,558,5
8581973,638,3
4262157,653,3
5174396,690,1
4961614,639,3
2110034,474,5
8324528,604,4
3826881,608,4
8163621,641,3
4753341,789,1
4178166,584,5
1709208,702,1
2613804,670,2
8657440,621,4
6803348,670,2
1453920,546,5
4604178,553,5
1698232,670,2
1144774,577,5
1637226,709,1
3084726,608,4
2258541,630,3
8813405,655,2
7181963,630,3
4410379,728,1
2750017,752,1
7832950,550,5
6584082,650,3
2788549,586,5
2744876,739,1
3105944,626,3
4053452,585,5
4324314,586,5
1994487,707,1
8878340,670,2
3325919,625,3
3140036,700,1
7468444,615,4
6276803,662,2
3807118,598,4
1693412,561,5
4913183,637,3
3989074,505,5
6693973,647,3
1009008,681,2
2421191,575,5
6902855,654,2
8407162,626,3
8210150,647,3
5471928,708,1
2036810,612,4
7967878,638,3
1609696,662,2
7956289,735,1
5596504,625,3
2294318,670,2
6619756,614,4
6735771,677,2
3493854,647,3
4566972,649,3
8933339,643,3
7204221,597,4
4182057,571,5
5879746,668,2
2782832,588,4
2233535,611,4
1326677,611,4
2412559,605,4
6931696,637,3
4936052,633,3
6383977,680,2
1114243,551,5
2374618,587,5
3129753,581,5
8093543,698,1
2489631,653,3
3679077,638,3
7035236,575,5
7341002,631,3
3513225,652,3
8635185,687,2
2142229,775,1
6136138,681,2
6700858,650,3
5719293,691,1
6479705,585,5
5431607,554,5
1682267,703,1
2983510,642,3
7018596,713,1
5166744,664,2
2511415,612,4
1885759,658,2
6841830,528,5
7657536,688,2
6983699,627,3
4603885,705,1
5344555,612,4
7720796,698,1
2972996,739,1
5684090,593,4
5240059,706,1
4032414,538,5
1011585,577,5
8526904,643,3
1602783,691,1
2206905,649,3
4780828,620,4
8219066,737,1
6495931,602,4
1920380,645,3
4082211,683,2
1750387,591,4
1198894,617,4
6343028,584,5
7886399,714,1
8699119,515,5
5624986,687,2
4235596,684,2
5455116,717,1
2191517,587,5
4948378,578,5
7436999,625,3
5160026,644,3
8980310,595,4
8612359,567,5
4954762,650,3
8825751,639,3
1930232,662,2
6490104,703,1
5618652,673,2
4624019,551,5
1167473,521,5
4890594,652,3
4649475,620,4
6038492,713,1
7964809,611,4
3369823,612,4
3858747,628,3
4517833,558,5
1228057,709,1
4078949,671,2
2080576,676,2
7738914,583,5
5555262,643,3
6937403,612,4
4087694,581,5
4024001,501,5
3629868,603,4
7337914,553,5
6702409,490,5
5788935,598,4
6402420,616,4
4574612,703,1
2182486,724,1
3282300,647,3
1357064,587,5
6018700,718,1
4411163,702,1
7865054,638,3
5350534,603,4
6013470,640,3
5799400,698,1
6304167,615,4
5244790,650,3
1197421,685,2
4342998,617,4
1812014,668,2
6239834,555,5
7410501,522,5
8651006,624,3
1645335,737,1
1520123,670,2
8226781,605,4
1301580,641,3
2687878,662,2
3251778,671,2
2413817,666,2
5540681,576,5
2346430,640,3
8414006,678,2
4113985,653,3
3974195,611,4
5729607,704,1
5314585,572,5
8677600,616,4
6520753,632,3
1303053,610,4
4134624,603,4
3745916,631,3
7501010,520,5
3293347,656,2
7133077,548,5
5995793,594,4
2907463,662,2
5542299,708,1
2557285,613,4
4201280,564,5
1444366,668,2
1063565,693,1
2384703,474,5
5538161,648,3
3869790,629,3
2977717,655,2
4651836,612,4
1698882,666,2
3808599,680,2
2966500,633,3
2542510,646,3
8266691,691,1
6421307,495,5
8927242,652,3
2382521,693,1
4828113,538,5
2311547,649,3
7793516,604,4
1935267,701,1
6207761,628,3
5734095,607,4
5266853,599,4
1648745,601,4
7608644,632,3
1338811,695,1
5257620,600,4
8795461,605,4
4787814,641,3
2932527,683,2
4581352,697,1
3342765,674,2
5974112,699,1
2501479,600,4
8210974,622,4
7257613,581,5
7426763,660,2
1563844,653,3
4837967,661,2
4772898,649,3
3504956,749,1
6494144,521,5
2115143,483,5
4364947,566,5
7531400,667,2
3080588,666,2
5202417,720,1
2502214,614,4
2387597,684,2
1484451,546,5
5933016,621,4
4553536,687,2
8583455,646,3
5453687,615,4
3065326,571,5
5016598,685,2
6789185,594,4
8864483,650,3
7962400,651,3
8072238,692,1
1361045,685,2
3403165,604,4
7078223,679,2
2200372,617,4
6104758,583,5
1096072,699,1
2323585,750,1
3700188,642,3
8083037,642,3
5193803,652,3
2201059,742,1
5527592,616,4
6359212,679,2
6725412,642,3
3693917,749,1
4801095,646,3
6101820,684,2
3783862,564,5
7116748,539,5
2871383,646,3
4476839,523,5
5608759,591,4
6341937,685,2
8677850,679,2
7224937,707,1
1808120,646,3
3579022,676,2
2117221,701,1
8938093,590,4
1242469,607,4
5764371,593,4
6374521,567,5
6764340,686,2
3106052,607,4
3669060,623,4
5020799,626,3
8116726,656,2
2687190,658,2
1033142,566,5
8985202,683,2
1182311,612,4
8122936,707,1
3476375,611,4
7698326,816,1
3256258,707,1
3697554,539,5
2448851,633,3
7642154,551,5
8900160,646,3
8305136,692,1
6726712,651,3
3591119,619,4
1228437,643,3
1994796,687,2
6528314,558,5
7336769,643,3
5332097,668,2
4735209,700,1
5138492,689,1
8321264,718,1
5082507,623,4
7855003,629,3
4219467,695,1
4894489,750,1
6165122,644,3
1304495,661,2
4750676,632,3
2380691,549,5
8104707,726,1
2440002,661,2
2528138,581,5
4483277,664,2
1283703,548,5
2930348,705,1
7316684,635,3
2603225,539,5
7372970,517,5
2779383,665,2
8079198,607,4
1285707,639,3
8670110,585,5
2465239,639,3
3131945,626,3
2293079,627,3
7978561,591,4
8885142,669,2
3968438,595,4
8716365,640,3
3140515,638,3
1703356,634,3
8640993,674,2
1944438,696,1
2576514,558,5
3660028,659,2
5543279,656,2
8305004,592,4
8323514,590,4
1185529,598,4
3759976,710,1
8383806,706,1
3365753,571,5
5866090,651,3
8802924,720,1
6526944,600,4
2269928,641,3
7672737,668,2
8293844,560,5
8745218,574,5
1370194,622,4
8686654,693,1
6723793,790,1
8709815,623,4
6206553,606,4
7691954,726,1
2716130,712,1
5520293,644,3
2717088,604,4
6776334,620,4
8347425,679,2
1443593,689,1
1961470,759,1
7247583,542,5
7070528,717,1
7416698,593,4
2480960,652,3
7493296,567,5
6770159,667,2
8973741,504,5
6332258,560,5
7454348,631,3
5409836,633,3
2315240,584,5
7145895,654,2
5645934,604,4
8158947,633,3
3028437,624,3
8179363,678,2
3537681,587,5
8674460,600,4
1598914,559,5
3103317,605,4
3865770,568,5
5894398,652,3
6151617,671,2
5423632,736,1
7079833,679,2
8138688,649,3
5533385,487,5
6275697,593,4
6430561,729,1
2587026,481,5
4690507,602,4
4579803,519,5
1853731,662,2
4184686,639,3
2064688,719,1
7820023,603,4
3667119,587,5
2088377,625,3
5959502,619,4
8485635,728,1
1223271,611,4
1263821,769,1
5644948,632,3
1315163,631,3
7691726,630,3
4070795,678,2
7714808,568,5
7988125,684,2
1047979,689,1
3611048,589,4
4038498,651,3
3273853,587,5
8883093,653,3
5464694,610,4
2879586,667,2
6209401,614,4
6482536,594,4
4524433,679,2
5751140,561,5
2945476,673,2
2558353,679,2
4800569,511,5
1734633,585,5
2112609,678,2
5368851,639,3
1228896,606,4
8059451,722,1
7007589,710,1
3416916,636,3
2465478,687,2
3387147,669,2
8485685,699,1
7489012,631,3
6850729,652,3
5252535,645,3
7893233,655,2
3507963,596,4
1616185,633,3
3927085,673,2
2466082,558,5
8671361,624,3
7000068,663,2
1651591,712,1
2514958,616,4
7941350,649,3
5588945,639,3
3769733,528,5
3946973,555,5
7416798,670,2
2935410,697,1
5124513,628,3
4852686,680,2
3863266,626,3
2737686,575,5
3913748,440,5
8924809,705,1
5057311,636,3
1329701,700,1
6678524,664,2
4429375,749,1
2957898,695,1
6709560,668,2
4154766,635,3
8751873,617,4
3920014,693,1
7019590,535,5
3799674,594,4
6778719,735,1
2583095,636,3
6475549,664,2
5728920,638,3
4318188,719,1
8520529,703,1
6158498,690,1
5805135,598,4
5584364,624,3
3427418,704,1
8354020,696,1
4922623,561,5
3411958,657,2
3497624,557,5
1820658,570,5
5572774,581,5
2546150,655,2
3409669,494,5
1567714,662,2
4502913,660,2
2469689,558,5
8928046,711,1
4424285,826,1
1931774,710,1
6125445,626,3
6294117,782,1
8087858,662,2
7280319,540,5
2037750,611,4
6417899,725,1
6513940,689,1
8996373,644,3
5315131,574,5
5886567,658,2
8588866,678,2
1404083,637,3
7049840,707,1
5979737,608,4
4597323,537,5
5039971,574,5
6210147,674,2
7315390,724,1
7390068,766,1
1412856,656,2
7348809,647,3
3120024,798,1
3142036,686,2
8189983,656,2
3018989,655,2
7352398,551,5
1399722,656,2
5514855,655,2
6004763,597,4
2393485,486,5
5984706,483,5
2532427,757,1
1908587,638,3
4937114,668,2
8664550,749,1
2931541,714,1
7810986,712,1
8271560,746,1
1927234,620,4
8240090,630,3
7082245,559,5
7649501,688,2
6861612,655,2
5094620,605,4
5965422,733,1
6883308,633,3
6938083,613,4
4975651,711,1
4245257,594,4
8064332,524,5
5073102,689,1
5364583,585,5
7343269,649,3
7963279,606,4
3086506,579,5
3119185,654,2
4596221,628,3
4438925,648,3
6228284,670,2
6630442,612,4
5255881,634,3
7264947,647,3
2475748,671,2
5788824,641,3
7622348,462,5
3829612,583,5
1417858,677,2
7020149,614,4
6864972,529,5
3525051,724,1
5872680,558,5
6952860,609,4
6472512,589,4
3593885,725,1
8186560,547,5
1592653,704,1
4115752,576,5
5488383,738,1
6980993,715,1
7553046,718,1
4095721,571,5
5781261,616,4
7107691,686,2
2614386,630,3
3419976,566,5
5457722,518,5
4415392,658,2
8500750,668,2
5916659,675,2
4353266,674,2
7242220,622,4
5225928,630,3
1087468,643,3
1258856,719,1
6131248,643,3
3396578,673,2
4421374,656,2
6930763,615,4
7643532,675,2
1688610,563,5
2655716,593,4
3975618,592,4
3309326,605,4
6462328,646,3
2989226,501,5
4457453,695,1
3034782,649,3
6251380,583,5
8679345,622,4
4604582,677,2
4838299,686,2
5487483,657,2
4828279,662,2
2772884,485,5
6709968,608,4
3951334,709,1
3584871,506,5
6029406,654,2
7305523,644,3
6154406,545,5
5981443,539,5
3357227,519,5
6180356,730,1
6220597,590,4
3317940,566,5
7105733,672,2
2102630,684,2
5143492,593,4
6515015,624,3
8065615,642,3
4219954,461,5
1458516,576,5
3657269,711,1
2086705,658,2
2166072,604,4
3207446,593,4
3816784,607,4
4089908,637,3
3181404,673,2
1606995,550,5
7766631,638,3
4071929,626,3
6709509,629,3
4892989,646,3
1610410,628,3
4395162,614,4
6018696,664,2
4661309,554,5
7961598,693,1
3500684,625,3
5798861,694,1
